num,rmssma,rmse,rmssini,m,g,s
5585,0.0000503,0.0089984,0.0036141,0.001410,0.132220,0.006713
5586,0.0000202,0.0002732,0.0000323,0.001291,0.003970,0.017887
5588,0.0000329,0.0226426,0.0003458,0.001518,0.304089,2.459758
5589,0.0000006,0.0002766,0.0003965,0.000024,0.022687,0.018812
5591,0.0000000,0.0001226,0.0000780,0.000001,0.016429,0.009236
5592,0.0004875,0.0009139,0.0000645,0.015093,0.562351,0.104922
5593,0.0000123,0.0003371,0.0002502,0.000865,0.013069,0.033232
5594,0.0003581,0.0005414,0.0000719,0.012878,0.438988,0.058797
5595,0.0000000,0.0047134,0.0000502,0.000084,0.029024,0.583189
5596,0.0000162,0.0014754,0.0012318,0.001571,0.032073,0.057412
5597,0.0000044,0.0001277,0.0000332,0.000286,0.005467,0.009735
5598,0.0017101,0.0014815,0.0007070,0.132318,0.048692,0.114221
5599,0.0002208,0.0008069,0.0001919,0.018842,0.019183,0.049398
5600,0.0000002,0.0001016,0.0013036,0.000019,0.038538,0.012938
5601,0.0000095,0.0058625,0.0038563,0.000724,0.073291,0.134443
5602,0.0005201,0.0042183,0.0014164,0.042091,0.017749,0.129313
5603,0.0000154,0.0001784,0.0000458,0.000233,1.679918,0.179512
5605,0.0000148,0.0000731,0.0000872,0.001151,0.005442,0.007340
5606,0.0000145,0.0018608,0.0004585,0.002195,0.023245,0.085757
5607,0.0000001,0.0056561,0.0001045,0.000039,0.035298,0.279614
5608,0.0000000,0.0004809,0.0000480,0.000001,0.010359,0.012125
5609,0.0000176,0.0000068,0.0000072,0.000230,0.004492,0.001975
5610,0.0000014,0.0024753,0.0025496,0.000072,0.115297,0.081341
5611,0.0000007,0.0001334,0.0025865,0.000062,0.262429,0.108068
5612,0.0000160,0.0048075,0.0041156,0.000970,0.446851,0.147165
5613,0.0001133,0.0003359,0.0023733,0.006275,0.146391,0.093307
5614,0.0001879,0.0004245,0.0000549,0.008423,0.051892,0.123967
5615,0.0000009,0.0002403,0.0002240,0.000072,0.008830,0.005909
5616,0.0000019,0.0002149,0.0001124,0.000093,0.002831,0.012854
5617,0.0000017,0.0000912,0.0000198,0.000118,0.002214,0.004339
5618,0.0000203,0.0022056,0.0016986,0.001058,0.043467,0.089906
5619,0.0007247,0.0011025,0.0001377,0.037715,0.021878,0.065465
5621,0.0285940,0.0039419,0.0019414,1.836601,1.933803,2.800774
5622,0.0000106,0.0000500,0.0000061,0.000445,0.004399,0.001802
5623,0.0000720,0.0003081,0.0001235,0.003190,0.011656,0.009587
5624,0.0000002,0.0000148,0.0000038,0.000007,0.002636,0.001288
5625,0.0000002,0.0000324,0.0000251,0.000010,0.002512,0.001190
5627,0.0000018,0.0023160,0.0006921,0.000205,0.017959,0.040312
5628,0.0000001,0.0000445,0.0000090,0.000002,0.005399,0.002108
5629,0.0000004,0.0000070,0.0000259,0.000014,0.007308,0.003340
5630,0.0000013,0.0001909,0.0014596,0.000086,0.021439,0.012864
5631,0.0000000,0.0007499,0.0033550,0.000004,0.015962,0.005166
5632,0.0000289,0.0000957,0.0023160,0.001027,0.347132,0.120799
5633,0.0000226,0.0011486,0.0015151,0.001549,0.019152,0.021074
5634,0.0000087,0.0069821,0.0037097,0.000747,0.024325,0.075692
5635,0.0000905,0.0004840,0.0004515,0.006195,0.022150,0.024327
5636,0.0000001,0.0000564,0.0002471,0.000000,0.004111,0.003491
5639,0.0000021,0.0015684,0.0070376,0.000218,0.510586,0.136646
5640,0.0000065,0.0004006,0.0003400,0.000319,0.011634,0.046291
5641,0.0040491,0.0030234,0.0011828,0.346380,0.080251,0.088632
5642,0.0063475,0.0072772,0.0034787,0.438734,0.337588,0.306099
5643,0.0001192,0.0005612,0.0015507,0.010298,0.035909,0.017768
5644,0.0000899,0.0003963,0.0001307,0.002872,0.048315,0.037213
5646,0.0147424,0.0344864,0.0031286,1.309782,0.406116,1.097577
5647,0.0000402,0.0001369,0.0000497,0.002404,0.011426,0.014165
5649,0.0000656,0.0028118,0.0011109,0.004689,0.122857,0.232314
5650,0.0001578,0.0001838,0.0028110,0.007501,0.306740,0.139575
5651,0.0000035,0.0000129,0.0000061,0.000094,0.003062,0.001479
5654,0.0000035,0.0000162,0.0002362,0.000158,0.024081,0.011806
5655,0.0000001,0.0000917,0.0000132,0.000005,0.000688,0.001843
5656,0.0000565,0.0001841,0.0001858,0.003983,0.018300,0.016254
5657,0.0000000,0.0000538,0.0000249,0.000001,0.000887,0.004907
5658,0.0000002,0.0001490,0.0000623,0.000008,0.003813,0.001013
5659,0.0000020,0.0000588,0.0000529,0.000154,0.001954,0.002118
5661,0.0000008,0.0000621,0.0000207,0.000022,0.154603,0.061554
5662,0.0000013,0.0032643,0.0011393,0.000049,0.169911,0.122634
5663,0.0000943,0.0002270,0.0002829,0.006305,0.010069,0.017827
5664,0.0000000,0.0001541,0.0000382,0.000001,0.002039,0.004060
5665,0.0000762,0.0050465,0.0038136,0.006088,0.098069,0.162969
5666,0.0000681,0.0138280,0.0108445,0.004511,1.635956,0.788370
5667,0.0000135,0.0000914,0.0001336,0.001000,0.004584,0.006719
5668,0.0000011,0.0012884,0.0011074,0.000081,0.033757,0.067493
5669,0.0000000,0.0022842,0.0030491,0.000001,0.044970,0.032605
5670,0.0000069,0.0000197,0.0000077,0.000210,0.007115,0.000557
5671,0.0000000,0.0007525,0.0002456,0.000001,0.016238,0.014923
5672,0.0000005,0.0031669,0.0009131,0.000029,0.036174,0.088559
5673,0.0000000,0.0003195,0.0003085,0.000000,0.004550,0.003804
5674,0.0000000,0.0005575,0.0001262,0.000004,0.004209,0.023417
5675,0.0000002,0.0002211,0.0000850,0.000012,0.004176,0.008774
5676,0.0000243,0.0015983,0.0001218,0.001383,0.300804,0.103587
5677,0.0000010,0.0000111,0.0000015,0.000043,0.005975,0.001214
5678,0.0000075,0.0018248,0.0003506,0.000342,0.034055,0.021206
5679,0.0000000,0.0000139,0.0000033,0.000000,0.002103,0.001455
5680,0.0001702,0.0008952,0.0001026,0.006220,0.406506,0.270555
5681,0.0000022,0.0003283,0.0005583,0.000154,0.018048,0.022634
5682,0.0126305,0.0083037,0.0006615,0.762398,0.355999,0.576500
5683,0.0001436,0.0021617,0.0032502,0.014807,0.092803,0.083466
5684,0.0001426,0.0001836,0.0021026,0.011935,0.045240,0.018203
5685,0.0000049,0.0000809,0.0000073,0.000227,0.002151,0.001077
5686,0.0000044,0.0000673,0.0000702,0.000280,0.003782,0.005605
5687,0.0000017,0.0000052,0.0000089,0.000048,0.002196,0.002030
5688,0.0000134,0.0109370,0.0004822,0.000743,0.079154,0.791854
5689,0.0000006,0.0002174,0.0002397,0.000033,0.013546,0.010067
5690,0.0001289,0.0759649,0.0003959,0.005786,38.687147,0.035905
5691,0.0000010,0.0017498,0.0011308,0.000068,0.034320,0.055549
5692,0.0000028,0.0006748,0.0007363,0.000137,0.070762,0.038609
5694,0.0001374,0.0002953,0.0002448,0.006974,0.025534,0.006507
5695,0.0001172,0.0004734,0.0002355,0.005659,0.026172,0.014827
5696,0.0000138,0.0000253,0.0000012,0.000411,0.038588,0.015142
5697,0.0000006,0.0000025,0.0000239,0.000020,0.010920,0.004241
5698,0.0000013,0.0000023,0.0000038,0.000049,0.002697,0.002600
5699,0.0000225,0.0001868,0.0000680,0.001475,0.002436,0.009453
5700,0.0000002,0.0000650,0.0000582,0.000008,0.005615,0.004286
5701,0.0005564,0.0012903,0.0003284,0.026312,0.097900,0.102386
5702,0.0000097,0.0038249,0.0034919,0.000737,0.080304,0.141640
5703,0.0000005,0.0001324,0.0003840,0.000027,0.051554,0.014147
5704,0.0000194,0.0000122,0.0000045,0.000582,0.057066,0.002438
5705,0.0000109,0.0001561,0.0013533,0.000768,0.032241,0.015862
5706,0.0000018,0.0000059,0.0000016,0.000062,0.003302,0.002572
5707,0.0000045,0.0005326,0.0005188,0.000357,0.011954,0.015122
5708,0.0001530,0.0010502,0.0012846,0.012231,0.026557,0.032380
5709,0.0002444,0.0073814,0.0041026,0.010858,1.238932,2.631829
5710,0.0000006,0.0008292,0.0020460,0.000047,0.023058,0.037837
5711,0.0000057,0.0000601,0.0000492,0.000091,0.658327,0.022568
5712,0.0000003,0.0000778,0.0000095,0.000017,0.001678,0.008727
5713,0.0000012,0.0006439,0.0005467,0.000091,0.009654,0.022954
5714,0.0000019,0.0000061,0.0000023,0.000065,0.004123,0.002644
5715,0.0008657,0.0006664,0.0001900,0.027471,4.044193,0.179472
5716,0.0000024,0.0002205,0.0000407,0.000154,0.003692,0.015255
5717,0.0000216,0.0000644,0.0000384,0.001419,0.005261,0.005318
5718,0.0002397,0.0125964,0.0070689,0.020877,0.107299,0.578798
5719,0.0000013,0.0026586,0.0020279,0.000108,0.047928,0.088153
5720,0.0000273,0.0002022,0.0000846,0.001724,0.003491,0.013924
5721,0.0000000,0.0001036,0.0001474,0.000002,0.004660,0.005814
5722,0.0000079,0.0005402,0.0005397,0.000753,0.013507,0.015704
5723,0.0000020,0.0003052,0.0002501,0.000155,0.005128,0.021442
5724,0.0000451,0.0004090,0.0007597,0.002740,0.031234,0.042259
5725,0.0000004,0.0010235,0.0000326,0.000012,0.002370,0.015397
5726,0.0000009,0.0030596,0.0010486,0.000079,0.188879,0.251383
5727,0.0000001,0.0000318,0.0001419,0.000006,0.005712,0.004429
5728,0.0000001,0.0029211,0.0026958,0.000006,0.050430,0.033265
5729,0.0000913,0.0003500,0.0000165,0.003293,0.006407,0.021393
5730,0.0000003,0.0065528,0.0000043,0.000064,0.084442,0.334555
5732,0.0140147,0.0052259,0.0044441,1.101420,0.229421,0.120493
5733,0.0007736,0.0007400,0.0001040,0.023674,3.659915,0.111100
5734,0.0000008,0.0000804,0.0000443,0.000056,0.001939,0.003737
5735,0.0000024,0.0001278,0.0000719,0.000167,0.003576,0.004759
5736,0.0000576,0.0018239,0.0008091,0.003961,0.031203,0.020617
5737,0.0000572,0.0001564,0.0002576,0.003348,0.044054,0.008014
5738,0.0006265,0.0004057,0.0002264,0.038070,0.034036,0.145674
5739,0.0000072,0.0001675,0.0000679,0.000313,0.002617,0.009440
5740,0.0000120,0.0000372,0.0000241,0.000649,0.002005,0.002792
5741,0.0000000,0.0000028,0.0000015,0.000000,0.002214,0.001239
5742,0.0001682,0.0007599,0.0003607,0.005705,0.130248,0.058469
5743,0.0000769,0.0003139,0.0007655,0.005805,0.013542,0.014174
5744,0.0000388,0.0004140,0.0006419,0.003159,0.017900,0.020937
5745,0.0000656,0.0003864,0.0020619,0.004117,0.036065,0.024313
5746,0.0000039,0.0009188,0.0021773,0.000279,0.059284,0.073438
5747,0.0000003,0.0018730,0.0003670,0.000004,0.016041,0.115006
5748,0.0000809,0.0001548,0.0000631,0.005009,0.006609,0.013374
5749,0.0000001,0.0002106,0.0000826,0.000004,0.009786,0.008149
5750,0.0000002,0.0001343,0.0000551,0.000005,0.008150,0.004231
5751,0.0024454,0.0006550,0.0001073,0.018732,0.001716,0.034227
5752,0.0000041,0.0034229,0.0024468,0.000315,0.069490,0.120326
5753,0.0000784,0.0005337,0.0007887,0.005721,0.030274,0.026103
5754,0.0000000,0.0004922,0.0005286,0.000001,0.012392,0.006598
5755,0.0000588,0.0000393,0.0000181,0.002270,0.020033,0.013916
5756,0.0000239,0.0002452,0.0000481,0.001209,0.004640,0.007635
5757,0.0000058,0.0000240,0.0000132,0.000277,0.002197,0.001717
5758,0.0000000,0.0032106,0.0003910,0.000001,0.024244,0.008884
5759,0.0000001,0.0000185,0.0000027,0.000002,0.001812,0.001363
5760,0.0000001,0.0002659,0.0001147,0.000004,0.012898,0.011358
5761,0.0004314,0.0041175,0.0002739,0.020885,0.130519,1.076201
5762,0.0000002,0.0004471,0.0004746,0.000014,0.011233,0.010360
5763,0.0000003,0.0000445,0.0000192,0.000016,0.004190,0.002417
5764,0.0042469,0.0020476,0.0018888,0.299474,0.193137,0.329156
5765,0.0000027,0.0250173,0.0002054,0.000130,3.354536,0.023410
5766,0.0001107,0.0008241,0.0008204,0.007907,0.017531,0.012851
5767,0.0000181,0.0001742,0.0001164,0.001353,0.005346,0.009296
5768,0.0000015,0.0003597,0.0000667,0.000099,0.003938,0.005997
5769,0.0000012,0.0002076,0.0000948,0.000048,0.011184,0.009183
5770,0.0004236,0.0003280,0.0000576,0.011755,4.179990,0.157044
5771,0.0005470,0.0005155,0.0006174,0.021044,0.285474,0.075430
5772,0.0000121,0.0000524,0.0000351,0.000642,0.002421,0.002261
5773,0.0000137,0.0030570,0.0028628,0.000997,0.062263,0.110759
5774,0.0000004,0.0015238,0.0001247,0.000026,0.013875,0.032767
5775,0.0000024,0.0000209,0.0000192,0.000123,0.001258,0.000846
5776,0.0000008,0.0000802,0.0000681,0.000047,0.008343,0.003058
5777,0.0000013,0.0003353,0.0000338,0.000065,0.001663,0.009536
5778,0.0000001,0.0008209,0.0001283,0.000001,0.019723,0.034052
5779,0.0000007,0.0002184,0.0001085,0.000024,0.016850,0.010852
5780,0.0000806,0.0000760,0.0000237,0.002208,0.957650,0.119408
5781,0.0001701,0.0004422,0.0011291,0.014350,0.027448,0.035869
5782,0.0000000,0.0001779,0.0007780,0.000004,0.022667,0.006470
5783,0.0000003,0.0003759,0.0002626,0.000022,0.007044,0.006323
5784,0.0000006,0.0000178,0.0000292,0.000028,0.002181,0.002605
5785,0.0000001,0.0000993,0.0000712,0.000002,0.003324,0.004941
5787,0.0000047,0.0002380,0.0007892,0.000366,0.016114,0.006588
5788,0.0000007,0.0000081,0.0000227,0.000022,0.003204,0.001117
5789,0.0000029,0.0019147,0.0001093,0.000137,0.005250,0.036038
5790,0.0000015,0.0086845,0.0016326,0.000006,0.019313,0.177443
5791,0.0000000,0.0000115,0.0000033,0.000001,0.001873,0.001180
5792,0.0000250,0.0001609,0.0000440,0.001670,0.003154,0.007611
5793,0.0000018,0.0000666,0.0000263,0.000090,0.003323,0.004389
5794,0.0000001,0.0000138,0.0000023,0.000004,0.001807,0.001719
5795,0.0000193,0.0003374,0.0009414,0.001456,0.034138,0.023140
5796,0.0000000,0.0000563,0.0000682,0.000001,0.003642,0.001866
5798,0.0000001,0.0018410,0.0008055,0.000007,0.051644,0.039070
5799,0.0000675,0.0003209,0.0001525,0.002841,0.032174,0.021458
5800,0.0000002,0.0000067,0.0000009,0.000002,0.002147,0.001084
5801,0.0000002,0.0002868,0.0002311,0.000014,0.006780,0.004569
5802,0.0001938,0.0014752,0.0040933,0.013460,0.042824,0.072250
5803,0.0000005,0.0001330,0.0000851,0.000024,0.010001,0.006548
5804,0.0000170,0.0006730,0.0002276,0.001117,0.008358,0.024597
5805,0.0000006,0.0001436,0.0022005,0.000050,0.228715,0.084566
5806,0.0000001,0.0007038,0.0008492,0.000009,0.057262,0.015034
5807,0.0000002,0.0000018,0.0000030,0.000007,0.002070,0.001555
5808,0.0000062,0.0002507,0.0001089,0.000222,0.003084,0.004450
5809,0.0000000,0.0000085,0.0000033,0.000000,0.001934,0.001153
5810,0.0001880,0.0005288,0.0014468,0.011144,0.049621,0.018469
5811,0.0001090,0.0001239,0.0000374,0.005673,0.001625,0.012522
5812,0.0000012,0.0017834,0.0003439,0.000062,0.028300,0.061043
5813,0.0000001,0.0000413,0.0015685,0.000021,0.145216,0.059725
5814,0.0000162,0.0070754,0.0000275,0.000560,0.087261,0.416645
5815,0.0000001,0.0000060,0.0000188,0.000002,0.001871,0.001145
5816,0.0000000,0.0000078,0.0000114,0.000001,0.002340,0.001545
5817,0.0000029,0.0000828,0.0000396,0.000097,0.000873,0.004740
5818,0.0005810,0.0008924,0.0000868,0.038249,0.025484,0.045216
5819,0.0000009,0.0001854,0.0037101,0.000067,0.161684,0.063250
5820,0.0000001,0.0000304,0.0000397,0.000003,0.004058,0.002058
5821,0.0000001,0.0000391,0.0000393,0.000003,0.003330,0.002250
5822,0.0000009,0.0000868,0.0000242,0.000054,0.002916,0.006575
5823,0.0000002,0.0002028,0.0000225,0.000012,0.003123,0.014064
5824,0.0000017,0.0000891,0.0000787,0.000089,0.007880,0.004985
5825,0.0000004,0.0000618,0.0000529,0.000019,0.004270,0.003829
5826,0.0005753,0.0053993,0.0005507,0.025602,0.368297,1.365153
5827,0.0000038,0.0033217,0.0032452,0.000301,0.049647,0.099397
5829,0.0000244,0.0007989,0.0005877,0.001835,0.015497,0.026190
5830,0.0029174,0.0033048,0.0052409,0.208903,0.101424,0.354129
5831,0.0000005,0.0000772,0.0000533,0.000021,0.005723,0.003483
5832,0.0000004,0.0024880,0.0003467,0.000023,8.885255,0.015272
5833,0.0000011,0.0001646,0.0000089,0.000029,0.003837,0.017001
5834,0.0000044,0.0000523,0.0000075,0.000180,0.000988,0.001322
5835,0.0000035,0.0000073,0.0000018,0.000110,0.013891,0.004938
5837,0.0000934,0.0000575,0.0002141,0.002418,0.042276,0.018585
5838,0.0000019,0.0041267,0.0000675,0.000069,0.080213,0.277956
5839,0.0000063,0.0000683,0.0000135,0.000273,0.000413,0.003766
5840,0.0000009,0.0031303,0.0037481,0.000021,0.138485,0.088065
5841,0.0000140,0.0014590,0.0055067,0.001331,0.331982,0.092074
5842,0.0000120,0.0000828,0.0000148,0.000635,0.001363,0.001631
5843,0.0000193,0.0002777,0.0012414,0.001491,0.016803,0.012439
5844,0.0000003,0.0040844,0.0028736,0.000026,0.034969,0.032966
5845,0.0000015,0.0000059,0.0000035,0.000048,0.002442,0.001548
5846,0.0000006,0.0000840,0.0000359,0.000040,0.003830,0.006069
5847,0.0002117,0.0182616,0.0006449,0.011241,0.793282,2.263883
5848,0.0000002,0.0001320,0.0000439,0.000008,0.001737,0.006888
5849,0.0000383,0.0002951,0.0000212,0.001183,0.045091,0.005715
5850,0.0000113,0.0008624,0.0013564,0.000891,0.013763,0.024485
5851,0.0000003,0.0002287,0.0003296,0.000014,0.046399,0.020419
5852,0.0000160,0.0000920,0.0000289,0.000746,0.004394,0.002672
5853,0.0000001,0.0001783,0.0000847,0.000007,0.006926,0.006178
5854,0.0001085,0.0013339,0.0003512,0.005020,0.295749,0.507467
5855,0.0000038,0.0000506,0.0000388,0.000203,0.002187,0.001888
5856,0.0000001,0.0013449,0.0002169,0.000001,0.018394,0.044003
5857,0.0000003,0.0005585,0.0016362,0.000022,0.018310,0.007684
5858,0.0000000,0.0001251,0.0001182,0.000002,0.004419,0.002122
5859,0.0000008,0.0000702,0.0000488,0.000050,0.003606,0.007870
5860,0.0000581,0.0003905,0.0000332,0.003852,0.007059,0.025943
5861,0.0000123,0.0002099,0.0018550,0.000915,0.023415,0.007982
5862,0.0000271,0.0000359,0.0000516,0.001859,0.003571,0.006041
5863,0.0083209,0.0035809,0.0009243,0.696626,0.148775,0.298294
5864,0.0095751,0.0043362,0.0028552,0.505712,4.390064,0.531624
5865,0.0000000,0.0014618,0.0011284,0.000017,0.062064,0.071503
5866,0.0000008,0.0000591,0.0000321,0.000033,0.007865,0.005239
5867,0.0062118,0.0195581,0.0054971,0.850776,1.423645,0.318857
5868,0.0000040,0.0000444,0.0001002,0.000180,0.002838,0.004520
5869,0.0098879,0.0096350,0.0373295,1.287883,1.556526,0.465347
5870,0.0000308,0.0003747,0.0010330,0.001398,0.004919,0.003881
5871,0.0000003,0.0012851,0.0005098,0.000030,0.016713,0.007819
5872,0.0000020,0.0030285,0.0012339,0.000165,0.036640,0.073871
5873,0.0000003,0.0052945,0.0044793,0.000035,0.084132,0.151562
5874,0.0000340,0.0005980,0.0011862,0.001887,0.040352,0.026435
5875,0.0000000,0.0002438,0.0000496,0.000001,0.002277,0.005771
5876,0.0000000,0.0020389,0.0021439,0.000001,0.096281,0.061493
5877,0.0001172,0.0000907,0.0000547,0.006377,0.009138,0.004610
5878,0.0000048,0.0001070,0.0002400,0.000390,0.009159,0.008347
5880,0.0000038,0.0000057,0.0000042,0.000048,0.002684,0.002001
5881,0.0000003,0.0000094,0.0000015,0.000013,0.002535,0.001243
5882,0.0000000,0.0000097,0.0000017,0.000001,0.003197,0.001187
5883,0.0020964,0.0006094,0.0003551,0.064371,2.220774,0.204382
5884,0.0000065,0.0000702,0.0000395,0.000289,0.003918,0.002448
5885,0.0000003,0.0000587,0.0000557,0.000006,0.007255,0.003883
5886,0.0000025,0.0035362,0.0011570,0.000051,0.186615,0.134566
5887,0.0000155,0.0004083,0.0012822,0.001181,0.037677,0.011912
5888,0.0000014,0.0000084,0.0000077,0.000060,0.005805,0.001233
5889,0.0000015,0.0000866,0.0005070,0.000047,0.132702,0.066606
5890,0.0000001,0.0000735,0.0000491,0.000006,0.004810,0.004168
5891,0.0000572,0.0000300,0.0000294,0.003334,0.005293,0.003156
5892,0.0137082,0.0057570,0.0053825,0.628833,0.369342,0.961018
5893,0.0000036,0.0002207,0.0001292,0.000178,0.011646,0.009851
5894,0.0000068,0.0007717,0.0004587,0.000884,0.013486,0.017580
5895,0.0000001,0.0000930,0.0003688,0.000008,0.011836,0.005087
5896,0.0000000,0.0007054,0.0004471,0.000003,0.006105,0.010022
5897,0.0000624,0.0014493,0.0002292,0.003748,0.023313,0.169408
5898,0.0000013,0.0025254,0.0000973,0.000075,0.059375,0.269710
5899,0.0000001,0.0009687,0.0015837,0.000018,0.050147,0.021122
5900,0.0001478,0.0001226,0.0000062,0.004713,0.110502,0.015454
5901,0.0000111,0.0013424,0.0013845,0.000825,0.030712,0.049569
5902,0.0000001,0.0001832,0.0000840,0.000003,0.010545,0.009061
5903,0.0001672,0.0004646,0.0005320,0.007436,0.016473,0.021937
5904,0.0000001,0.0001258,0.0002172,0.000003,0.008185,0.004547
5905,0.0000078,0.0109284,0.0015562,0.000852,0.178863,0.154332
5906,0.0008950,0.0022351,0.0032181,0.063077,0.071241,0.162572
5908,0.0008270,0.0040348,0.0025424,0.064005,0.295210,0.175151
5909,0.0000643,0.0006205,0.0006538,0.004849,0.036350,0.020332
5910,0.0000047,0.0002405,0.0001319,0.000330,0.004090,0.008284
5911,0.0000084,0.0002240,0.0006801,0.000550,0.016067,0.009675
5912,0.0000025,0.0000402,0.0000545,0.000202,0.003616,0.004324
5913,0.0000092,0.0000540,0.0025489,0.000516,0.259421,0.106652
5914,0.0003796,0.0007844,0.0002227,0.009907,0.056540,0.134589
5915,0.0000025,0.0000621,0.0007518,0.000190,0.017062,0.008947
5916,0.0000002,0.0001424,0.0002186,0.000011,0.010137,0.006904
5917,0.0000006,0.0004615,0.0001080,0.000033,0.013807,0.029420
5918,0.0000010,0.0000129,0.0000029,0.000046,0.003289,0.001157
5919,0.0006070,0.0001807,0.0012395,0.019756,3.186426,0.229171
5920,0.0003483,0.0006437,0.0002385,0.011401,0.188750,0.080999
5921,0.0000481,0.0062288,0.0057327,0.004700,0.087455,0.168835
5922,0.0000047,0.0110036,0.0007187,0.000211,0.119190,0.818602
5923,0.0000000,0.0000106,0.0000026,0.000000,0.002474,0.001186
5924,0.0000024,0.0000655,0.0001434,0.000157,0.005481,0.004881
5925,0.0000488,0.0007988,0.0007493,0.003536,0.021304,0.066094
5926,0.0000012,0.0001945,0.0001534,0.000077,0.004878,0.013646
5927,0.0000205,0.0000200,0.0000131,0.000761,0.021885,0.009262
5928,0.0000036,0.0000558,0.0000272,0.000060,0.429121,0.019777
5929,0.0000026,0.0009762,0.0004356,0.000162,0.021458,0.022292
5930,0.0000000,0.0013902,0.0008036,0.000004,0.014356,0.020805
5931,0.0000223,0.0000215,0.0000063,0.000668,0.038789,0.004865
5932,0.0000002,0.0004032,0.0013490,0.000008,0.013080,0.022372
5933,0.0000011,0.0018048,0.0065602,0.000104,0.030644,0.501781
5934,0.0000926,0.0003541,0.0000654,0.005755,0.004424,0.016928
5935,0.0000748,0.0008290,0.0002345,0.004283,0.021026,0.038722
5936,0.0000001,0.0002627,0.0001219,0.000003,0.008314,0.003820
5937,0.0000000,0.0005797,0.0008402,0.000002,0.010464,0.010302
5938,0.0000000,0.0004899,0.0003762,0.000002,0.011382,0.005303
5939,0.0000084,0.0474065,0.0007830,0.000715,0.457510,5.567897
5940,0.0000013,0.0032904,0.0012596,0.000048,0.209962,0.176475
5941,0.0000004,0.0000054,0.0000039,0.000013,0.001782,0.001272
5942,0.0010963,0.0074478,0.0013940,0.039645,0.266604,0.636754
5943,0.0000114,0.0005357,0.0016056,0.000855,0.037434,0.023166
5944,0.0000001,0.0002871,0.0000917,0.000003,0.014477,0.015704
5945,0.0000042,0.0007397,0.0007241,0.000343,0.013376,0.015327
5946,0.0000009,0.0001716,0.0001776,0.000060,0.006394,0.010278
5947,0.0002258,0.0004410,0.0001887,0.010806,0.023757,0.039262
5948,0.0000962,0.0001290,0.0000459,0.004916,0.011195,0.035497
5949,0.0000001,0.0007110,0.0005396,0.000010,0.019480,0.031071
5950,0.0000001,0.0001878,0.0000806,0.000004,0.008812,0.006680
5951,0.0009573,0.0019257,0.0041499,0.073980,0.047060,0.097545
5952,0.0000002,0.0001002,0.0001062,0.000020,0.004586,0.004719
5953,0.0000019,0.0015331,0.0003344,0.000142,0.025567,0.067964
5954,0.0000863,0.0000950,0.0001260,0.005041,0.014184,0.010923
5955,0.0000014,0.0003514,0.0001686,0.000057,0.004466,0.026957
5956,0.0001127,0.0003964,0.0000389,0.005350,0.027845,0.051457
5957,0.0003661,0.0003502,0.0000765,0.010357,3.787369,0.052463
5958,0.0000038,0.0000947,0.0002442,0.000262,0.006316,0.005475
5959,0.0000137,0.0000112,0.0004103,0.000448,0.165253,0.049986
5960,0.0000931,0.0035078,0.0032211,0.008659,0.056565,0.105242
5961,0.0000233,0.0001230,0.0000265,0.001459,0.002618,0.010140
5962,0.0000064,0.0000739,0.0000212,0.000330,0.003346,0.003898
5963,0.0000000,0.0000132,0.0000037,0.000002,0.003000,0.001173
5964,0.0001605,0.0001709,0.0003291,0.005367,0.093049,0.088233
5965,0.0000000,0.0000691,0.0000309,0.000000,0.006689,0.003194
5966,0.0000040,0.0000146,0.0000045,0.000154,0.002423,0.002208
5967,0.0000068,0.0004931,0.0003495,0.000787,0.012780,0.004331
5968,0.0000002,0.0010484,0.0002835,0.000021,0.025190,0.011956
5969,0.0000000,0.0001015,0.0000954,0.000003,0.002601,0.002444
5970,0.0000417,0.0043859,0.0043086,0.003771,0.082890,0.141141
5971,0.0000002,0.0004474,0.0009478,0.000013,0.101513,0.034223
5972,0.0000431,0.0003493,0.0000838,0.003210,0.007492,0.015132
5973,0.0000546,0.0316462,0.0013601,0.003495,0.662279,2.669312
5974,0.0008635,0.0010558,0.0004734,0.027524,0.503873,0.222593
5975,0.0000001,0.0000894,0.0000346,0.000002,0.001035,0.003360
5976,0.0000304,0.0004677,0.0001148,0.002039,0.009014,0.032480
5977,0.0000001,0.0000834,0.0000393,0.000004,0.002802,0.004966
5978,0.0000053,0.0035756,0.0019387,0.000424,0.060435,0.110321
5979,0.0005448,0.0023331,0.0025738,0.023354,0.795894,0.373599
5980,0.0000012,0.0004471,0.0006649,0.000084,0.013021,0.010038
5981,0.0000012,0.0014947,0.0000792,0.000034,0.013048,0.169885
5982,0.0002307,0.0051727,0.0013253,0.010675,0.212876,0.772226
5983,0.0000002,0.0000372,0.0000081,0.000008,0.001857,0.001629
5984,0.0000005,0.0001331,0.0000434,0.000030,0.002756,0.006560
5985,0.0010473,0.0057442,0.0053477,0.078074,0.154925,0.255945
5986,0.0000001,0.0000966,0.0000904,0.000003,0.004736,0.004120
5987,0.0000000,0.0006057,0.0000177,0.000005,0.010101,0.027945
5988,0.0000008,0.0000356,0.0000246,0.000030,0.001675,0.001796
5989,0.0000441,0.0030409,0.0076246,0.004936,0.036749,0.706832
5990,0.0000026,0.0002296,0.0004979,0.000188,0.017574,0.009905
5991,0.0000022,0.0001023,0.0000390,0.000144,0.003199,0.006076
5992,0.0000006,0.0003364,0.0000117,0.000028,0.001340,0.010154
